query,len,len_bucket,coles_cnt,wws_search_cnt,coles_url,elastic_results,semantic_results,merged_results,jaccard
cobs gluten free popc,4.0,3.0,6,0,https://www.coles.com.au/search?q=cobs%20gluten%20free%20popc,"['e0a3869b7fe9e29195bc154b1afe1e09', '44e5da0053477827d83528b647939419', '3514659b77af679039d210e6f05b8bbb', '0b237b6a612cc8a8708eabcd6929070c', 'ed026421dd9b58d16539395f71dd20b1', 'c1af2edb7dfe0cb1bd9387477306568a', 'e27ad05b47a5fa0c80b0762ca627836e', 'f0d1cda338cf1b0d96f5c4dd56716f48', '91af09e2f59606c35df110aee65ad82a', '281d6fccb84856f65b9a6a951869d080', '1fcede0c1353b9d733befad842435a68', '6beb7bd4629a581becd594ae994553c8', '5248cf87ef33bc95aff2046645f8977d', '95804e026f483592d2878e56e07f0939', 'ca49127ab764d97bb2e24a4a769d00f8', 'f9b8730696163b52633f26da0f84435d', '89945321379395a72c00f02adb94d324', '42c5f1369298e907df6704aa031692fd', '19b6de5c9af435d687e605ac2b66bb22', '59044638c117d993c80d36211a60ef40']","['ed026421dd9b58d16539395f71dd20b1', '3514659b77af679039d210e6f05b8bbb', '0b237b6a612cc8a8708eabcd6929070c', 'e0a3869b7fe9e29195bc154b1afe1e09', '44e5da0053477827d83528b647939419', '7c5f2e1420ee48d1a84e8d6cc03489c5', 'f19048e3233c4865e1f442a9a11e8b03', '20dd179d20f2694ac200b59f257b3341', '820cfedb0f633e0996737d080c4ff7b0', '5dbe5d06b0214a4c1ad5577ce64d12d2', 'c77b1546b4e3e70f8ce1f037a436c31a', '0b17dc7b0d5ccf8cc089e1720b46dfb8', '51d445726c32a6fae3dbb37914191d69', '8982d17b43f57df4e90480258c5df89d', '19b6de5c9af435d687e605ac2b66bb22', '35e79fa6544ecc1d2cb937c2e3fd8af2', '38a8287a054a19a8e2f30cf5022568f2', '1fcede0c1353b9d733befad842435a68', '373f84f49dbd690b620cd18043868fca', '68fb73998cd587e8435f89d7332644d4']","['e0a3869b7fe9e29195bc154b1afe1e09', 'ed026421dd9b58d16539395f71dd20b1', '3514659b77af679039d210e6f05b8bbb', '0b237b6a612cc8a8708eabcd6929070c', '44e5da0053477827d83528b647939419', '7c5f2e1420ee48d1a84e8d6cc03489c5', 'f19048e3233c4865e1f442a9a11e8b03', '20dd179d20f2694ac200b59f257b3341', '820cfedb0f633e0996737d080c4ff7b0', '5dbe5d06b0214a4c1ad5577ce64d12d2']",0.21212121212121213
split pea ham soup,4.0,3.0,5,1,https://www.coles.com.au/search?q=split%20pea%20ham%20soup,"['163f5538d4bd236b47a9de4ae08905d1', '9f847c566944035ff82ab3ad618d4b83', '5061ef1e270b2d265eebeddd7a767f27', '59d72b278de875e43525b1e76befcd49', 'e21d6443461e01def058b318050d7150', 'e75a1414f7ee648dbd5b9976bad6622a', '9c294c141a86f1f7a123b6c86667725f', '4006013fc9a409ea690dd97941abf930', '44451c248c032efbe391663739fe879f', '7c9b229164f16e2f4ccf648cc9b7698c', 'b6573c676361a071bfb703c15005f5c5', 'c08f715f85c66e84137ae54419921e67', 'e4a521759751658441ec734ed1dde11a', '00ca682231b5af769f514e521c9938e3', 'a75cde253fc1952e2eec5a34ce126f3d', '4320123fcb02c9965d6a37db00d5dd58', '6ebda757be385422fcdddc16623e586d', 'd2d3ccaef36af414741f184abacfd918', 'bc803d16f317709eb082b4f8d5ba8474', 'e9b388c79ca84766d6ccfccb35de22fd']","['e137d3bb1e77d59346495c29926433d7', 'dae75a7561329a8c7cbebfad3602c9d3', '7809ea3964a20985cee9b2fec72540f6', '476c25ced4e45aa44f1e3e917c475882', '4b8320d5f2c3d0ac635e76825fca7f5b', '5a4c76e34666fbca239b70483dda1965', '78eaf0553240a712151746c97ec15561', '3a0450a9b9f246da23c9ac6d386233a3', '25dba7e9dbc7fe9ffa781746dd287cf5', '8ed36b26616ca85b1ff6d47e1b90bc2c', 'bf51b0f46f89db5d1d1759f0b6786884', '24b911be66d9534cd288aafe149b7799', 'c423e7229d257cb0ab36de8fd6b1b274', '9ab37b0f2ce545ee7631e6395dc6deee', '70128357371571282a5e275510c1aa43', 'e5ac9191aaf5625738e0b466abb16469', 'f2c40e9776ee8c6813485bf4c2cea864', 'c86e8b3c857746b71cac4dc7b9039df7', '7758982684b359fb1d1db3297bf04120', '57293efcf867c8f1c0fd88eb091075ed']","['163f5538d4bd236b47a9de4ae08905d1', 'e137d3bb1e77d59346495c29926433d7', 'dae75a7561329a8c7cbebfad3602c9d3', '7809ea3964a20985cee9b2fec72540f6', '476c25ced4e45aa44f1e3e917c475882', '4b8320d5f2c3d0ac635e76825fca7f5b', '5a4c76e34666fbca239b70483dda1965', '78eaf0553240a712151746c97ec15561', '3a0450a9b9f246da23c9ac6d386233a3', '25dba7e9dbc7fe9ffa781746dd287cf5']",0.0
baby food only organic pouch,5.0,3.0,102,0,https://www.coles.com.au/search?q=baby%20food%20only%20organic%20pouch,"['c6d3734cc1df7441ff244eded06a03cc', '5a4a13d44040f474a6f48b677eb9badc', '01ae071e069a462779dd5f79b5bf308b', 'aabd260bb5af6efa249a116ffb0042a0', 'cdf444c76c98435c791e2d26a5d55e43', 'a126f0701e0ced46c19fc6eb2b767cf3', '9738b682d5519b841516f9bbf8fc47a9', '46952b0ed47ecc00b863ef52b5df949a', 'bd133b5378b70b60054daa0ed62c7751', '730e44556b2af2b70871d6705eef65ca', 'aac0b250194a37079615cfee4c866aaf', 'ec11d8f502647d91d6134796bf7b3c4a', '449bc64dd6d93f48fbb4c313f8c23786', '34950858c5d270d3d79fda49b8131a58', '948efabaa540fe74b8c392b38680b7bc', '512779f53d0afd3624f2c53988dfec06', '529872b6d4a6d490b2146c1d177e10cd', '41b6368e475a6b5d416cdc943804cbd6', '639bb5f0cf8349ff8bf0c1c0f3429c9b', '9134a277232ae7dfab691163781c0e11']","['c6d3734cc1df7441ff244eded06a03cc', '01ae071e069a462779dd5f79b5bf308b', 'a126f0701e0ced46c19fc6eb2b767cf3', 'aabd260bb5af6efa249a116ffb0042a0', 'bd133b5378b70b60054daa0ed62c7751', '46952b0ed47ecc00b863ef52b5df949a', 'cdf444c76c98435c791e2d26a5d55e43', 'aac0b250194a37079615cfee4c866aaf', 'ec11d8f502647d91d6134796bf7b3c4a', '80474dec5cf1728faa1e8c66db6f4f17', '730e44556b2af2b70871d6705eef65ca', '9738b682d5519b841516f9bbf8fc47a9', '639bb5f0cf8349ff8bf0c1c0f3429c9b', 'd285f6598eaa508ccc9264169a7bf666', '8c9831216504ff0625b8f7b9dd1596f2', 'b9d61a1bfa95876024d62e1b0921a31a', '969e8931a2e690f1a426f3381c0132d5', 'fb04fee94b568c435cb13f8baeef4160', '34950858c5d270d3d79fda49b8131a58', '529872b6d4a6d490b2146c1d177e10cd']","['c6d3734cc1df7441ff244eded06a03cc', '01ae071e069a462779dd5f79b5bf308b', 'a126f0701e0ced46c19fc6eb2b767cf3', 'aabd260bb5af6efa249a116ffb0042a0', 'bd133b5378b70b60054daa0ed62c7751', '46952b0ed47ecc00b863ef52b5df949a', 'cdf444c76c98435c791e2d26a5d55e43', 'aac0b250194a37079615cfee4c866aaf', 'ec11d8f502647d91d6134796bf7b3c4a', '80474dec5cf1728faa1e8c66db6f4f17']",0.5384615384615384
yo pro salted caramel,4.0,3.0,5,99,https://www.coles.com.au/search?q=yo%20pro%20salted%20caramel,"['208b677b4761a805b816e88528cf299e', 'c2aef49e36e3c261c9918cec676f19f4', 'cc12b4dc5f5f793d5fa9e6614b073dd5', '4ae595e6c980b1b5e8c5734bdb2b2c7d', '0869e980e2871b14194da0ab4447e07f', '94bb28ee4eee6b9d55c634c5c6251261', 'f0e19ba9bc762f40acb91b69b5fd8a0d', '0ca4b0c7db7508fe3236b730f4e5292d', 'cb2303e1b5c3aefd2712bd01a23b8210', 'e7d7bcb4a747fe3ee7ae4659dcece324', '7dee13cd74bc9bff558d7c691fa081b7', 'd4a34053e3d073a5388d879451e1a03b', 'ebfb7b5ea148300e896bb7975f396c4a', '5300a9e8ab2200673d8ffc8aa2b95043', '0bcb99f50c6ca0860c407b41b421b930', '345b1e6676b759120e84618dcae6b318', '6f99e1db6e2429457bbfe1d32bfbc518', '9063058a8368d71a53d8c186d3809210', 'c811899b0f0f683b1ae2525a01b08c7d', 'd9584c7b18db3dbaca8ee9539f468370']","['2ad2ed43860bd3758a1a7abcaf2a5965', '601b6d1b7d42a04e651ea9aab2d4477b', '208b677b4761a805b816e88528cf299e', '345b1e6676b759120e84618dcae6b318', 'ae0d5c4e6ae5d555430d664755a2c9b7', '28293373877ba89eceb99e634db66045', 'd1e40f917f69600467775be5796f9781', 'ae88814f1ea16712728335ec3d23de2e', '6f99e1db6e2429457bbfe1d32bfbc518', 'ee370dd15d90cec7938ff4d4acdf22f0', 'cb2303e1b5c3aefd2712bd01a23b8210', '606058131204af0da5c33bfae7fae10c', '97dca2b76d83394653f5372bd9a19aa0', '7dee13cd74bc9bff558d7c691fa081b7', '53cb1144eda012d945d93225a1dcbdc1', 'fba0a35cf6950e5a3d98e8a008aff90d', '83c567f525cde1cd95e387414ce73d9c', 'e7d7bcb4a747fe3ee7ae4659dcece324', '9063058a8368d71a53d8c186d3809210', '0a7bc6120f6cd70e04ea55c22afa89f9']","['208b677b4761a805b816e88528cf299e', '2ad2ed43860bd3758a1a7abcaf2a5965', '601b6d1b7d42a04e651ea9aab2d4477b', '345b1e6676b759120e84618dcae6b318', 'ae0d5c4e6ae5d555430d664755a2c9b7', '28293373877ba89eceb99e634db66045', 'd1e40f917f69600467775be5796f9781', 'ae88814f1ea16712728335ec3d23de2e', '6f99e1db6e2429457bbfe1d32bfbc518', 'ee370dd15d90cec7938ff4d4acdf22f0']",0.21212121212121213
real salt reduced vegetable stock,5.0,3.0,3,0,https://www.coles.com.au/search?q=real%20salt%20reduced%20vegetable%20stock,"['2d5d87b7805cba019229cb0f6af43b4f', '6e98b936357bcb840a5c45b6bf9535ed', '48e3decbb8ea3ee47b3192ead82bbaf7', '3b24f165032cc682ea86217a24c97a0e', 'c87b599af18908c854557287efa9c2c6', 'e3088dbbeb2920aea965ce556443ce10', '640e573906c42824f2feb507f7624b98', 'a3104d4e7aebbd191bf30b5c846e772b', '5bf35ebeba8505cbee36f34f8bb964e9', 'e3bb09c3c0a4641ca1cf4fbae5da662d', '8e4f399e3609d88b8b6f4cf68b9ac3e5', '8bc42e8330c9116d5f40b69891233237', '5bdd7239e831dd76237e64ca205e278b', '4d4a0258679d60d31f8ba41203459039', 'b2c537f4b16361f58ca34ef4cd289493', '47c380f528c06f83044e8852952296fc', 'e9323d713b76596bcbb0611ba857c7c5', 'd42cd71fb256b4885d7110ced1e22871', '687a0e3f5e3e543878d0873e737abf47', 'a00107b170bfaa523933f1cb8088674d']","['2d5d87b7805cba019229cb0f6af43b4f', '3b24f165032cc682ea86217a24c97a0e', '6e98b936357bcb840a5c45b6bf9535ed', 'e3088dbbeb2920aea965ce556443ce10', '48e3decbb8ea3ee47b3192ead82bbaf7', '687a0e3f5e3e543878d0873e737abf47', '640e573906c42824f2feb507f7624b98', 'a3104d4e7aebbd191bf30b5c846e772b', '5bdd7239e831dd76237e64ca205e278b', '5bf35ebeba8505cbee36f34f8bb964e9', '596d8126e1afc6a2b5baf2d4e9aa1070', 'c87b599af18908c854557287efa9c2c6', '4d4a0258679d60d31f8ba41203459039', '8e4f399e3609d88b8b6f4cf68b9ac3e5', 'e9323d713b76596bcbb0611ba857c7c5', 'd42cd71fb256b4885d7110ced1e22871', '77856058efea03f5c2627f4b2b42cf31', 'e3bb09c3c0a4641ca1cf4fbae5da662d', '32e8c06e44ef458230d920819d1bf6d9', '8240803f0e9a59b50dac9560c3356708']","['2d5d87b7805cba019229cb0f6af43b4f', '3b24f165032cc682ea86217a24c97a0e', '6e98b936357bcb840a5c45b6bf9535ed', 'e3088dbbeb2920aea965ce556443ce10', '48e3decbb8ea3ee47b3192ead82bbaf7', '687a0e3f5e3e543878d0873e737abf47', '640e573906c42824f2feb507f7624b98', 'a3104d4e7aebbd191bf30b5c846e772b', '5bdd7239e831dd76237e64ca205e278b', '5bf35ebeba8505cbee36f34f8bb964e9']",0.6666666666666666
lemon lime citrus deep,4.0,3.0,4,0,https://www.coles.com.au/search?q=lemon%20lime%20citrus%20deep,"['780dc71b9ea9454b355541a39b5730f2', '120961a9e566f477ca56166895080333', '170d8f50f9dab8021ace00703e340898', '8f9d089b8eaf39896023277431de5333', '6527ccf573c6bf0a56a3df96dff19389', '36034bffa55eb862b6266448f39d2c5a', '415843bef9064a7ee34a147bfb942f1f', 'a9fa4f19ddda0ac69f8d91ee36ef7c08', 'c5e391ed37fc135ee9896df81f1382cf', 'b15efa6ccfd92163019c2e90090e32c0', 'd0f75b8e66d4982d1aa9e2e1829ad9a7', '12e08a4b4f3ce60a33939889cd05b141', '1229b20c500dd58c9341b163fef82d52', '964bb28249e321c178e16082c2970de7', '4b7de814bd016e8ac31e9e36b96e7e52', '7b2b3e94b0a8e5760bff50fcc864693f', '726ae58f8f7282ce161dacd02c2808e1', '43934111a2aa138506d57d2890993bd7', '8018e9e1442f17ad0501b1d2ce7a5dc3', '1b2377b6653bdc13f9f5e4e327430a0c']","['dc32bae24489ded0c030cce163457768', '9c36a76ea4a7e77934c1f32ed8a0204f', '780dc71b9ea9454b355541a39b5730f2', '6b43d4c54bff98b3570c66a675042983', '267c1c37e8dd549017b49a3a5754ecc0', 'e2a46473ef8fa44bb1d75acc80164fb5', '8af13acce28244439acc4228575a8c33', 'cd679402a2be1ba85f43c820b51e926d', '557dc6fb20d11a9a56fa666f694ecd6f', 'af30d3d4cbfad6fddb4612ac21d85f86', '3755ed143a40d51a8fcde4fc5362b155', '5947bb8d190ac3465eab256769ae23e4', 'a09ff93c41748163ccb4b008e7ce0ebd', '54001f6ef535b80181eaf337ea1bdbad', 'd6fc3a09dad5d9b6f40f2d40239ebde8', '415843bef9064a7ee34a147bfb942f1f', '639c058b6e7f9275c9a257ba6cb381e2', '38c8a08518a35ea1ba6af86f68f331ae', '39c49c4983366dcf1e34918751494880', 'afdb6d182907295105650f0fda6c676d']","['780dc71b9ea9454b355541a39b5730f2', 'dc32bae24489ded0c030cce163457768', '9c36a76ea4a7e77934c1f32ed8a0204f', '6b43d4c54bff98b3570c66a675042983', '267c1c37e8dd549017b49a3a5754ecc0', 'e2a46473ef8fa44bb1d75acc80164fb5', '8af13acce28244439acc4228575a8c33', 'cd679402a2be1ba85f43c820b51e926d', '557dc6fb20d11a9a56fa666f694ecd6f', 'af30d3d4cbfad6fddb4612ac21d85f86']",0.05263157894736842
olay night cream provital,4.0,3.0,1,0,https://www.coles.com.au/search?q=olay%20night%20cream%20provital,"['e1fbe7cd724a2922d72f03b23d0482f8', '0b94beb25af60bb8f9e8f77aaa6f6652', '5567ce7521c5daafdfd64c6af1dc991c', 'c51723b2718c9dee17b9f9e6b0658b2b', '93d438caffd94d283e2dc4f4e7025124', 'fb4d8ca3290469311d7fcb618a514ec8', 'd5b8ce37a3fddb5cbd148eb445cbc94c', '9020e416128179a9a888cfdea8d8791b', '86d151445e4e113e1936a5f2d3881995', '5782f620e45dc9b9941c255ec6727af7', 'c4d6e6dbe0d17d4c9b5e9bad48b85580', '8be94b7602ae4a787276d0b994818c9c', '13e9a1a09ae8016d572859eeaea4d41d', '9cb578451861d1dac8e14a2ca8ba64a0', 'fda4a6643d0a58d1c713a6517682d533', '9675bd97aab79d8dc3e990a9bd6d25f8', '2b0fc57998be24f7bbcdf9c42459d702', 'd8374a6ddc0981e4d9755f0a4a688989', '3cb3cb8fad9a7c60a92570306d08cc4f', '7ba90b7f6325926401a7bab7c4832e69']","['e1fbe7cd724a2922d72f03b23d0482f8', '5567ce7521c5daafdfd64c6af1dc991c', '0b94beb25af60bb8f9e8f77aaa6f6652', '86d151445e4e113e1936a5f2d3881995', '67fbd390c57dd9b2c8e9d8bd5c96b9c4', 'c51723b2718c9dee17b9f9e6b0658b2b', '93d438caffd94d283e2dc4f4e7025124', '5782f620e45dc9b9941c255ec6727af7', '13e9a1a09ae8016d572859eeaea4d41d', '8be94b7602ae4a787276d0b994818c9c', 'c4d6e6dbe0d17d4c9b5e9bad48b85580', 'fb4d8ca3290469311d7fcb618a514ec8', '92166a1402dd85e0133a30235873d988', '336f02e9a6602fda71f1156aeff4c87f', '3cb3cb8fad9a7c60a92570306d08cc4f', '9020e416128179a9a888cfdea8d8791b', 'd157021ed1f53c41c03c5f8e4b751e15', '004768e787a1211a254223afc7fd18da', '30943d8245e75864fee222570590e45f', 'b8cad1b884d47528475658b6996f90ac']","['e1fbe7cd724a2922d72f03b23d0482f8', '5567ce7521c5daafdfd64c6af1dc991c', '0b94beb25af60bb8f9e8f77aaa6f6652', '86d151445e4e113e1936a5f2d3881995', '67fbd390c57dd9b2c8e9d8bd5c96b9c4', 'c51723b2718c9dee17b9f9e6b0658b2b', '93d438caffd94d283e2dc4f4e7025124', '5782f620e45dc9b9941c255ec6727af7', '13e9a1a09ae8016d572859eeaea4d41d', '8be94b7602ae4a787276d0b994818c9c']",0.48148148148148145
dine melting soup cat food,5.0,3.0,2,2,https://www.coles.com.au/search?q=dine%20melting%20soup%20cat%20food,"['a9536b6f84209298b656019bf9b12ad8', '11d635d6908f9381054219a3909196ae', 'edfeaba4cc594aa6886ec808a54e42a0', '1bbce47e08397d190fadb4e66b6bac72', '048c0a07b9a26ef7590699cbb482db8a', '86ecaa29148cae8ecb511616ac615465', '611e6f026e5681b6701f7fa3f5772b5f', '6a56e4b3897073316d98794efec0e65c', 'ac062255fd2a2baeded58466b2f7fc92', '191196b588004197e96e0c27dc51fcd3', '4c43834fae2fb6aa458691156c2b7b29', '4e8c7f71d243c4503ce6cb70c6526218', '94712b3b9657843636f87f08441f495b', 'ecbe17fc1530d2191618e32386090eb1', '93e6a0571aa389bc0b490f0a801cd1ae', '561d8b723ce741163b1ea210364e2411', '1e579458df6cd10a90b2082ffffa2b29', 'ab3964253c1f075d42b274145fe10b12', '4d979c648034f9188fac886056f3df91', 'b4410756473e6e046eca0085d99f9ba2']","['a9536b6f84209298b656019bf9b12ad8', '11d635d6908f9381054219a3909196ae', '611e6f026e5681b6701f7fa3f5772b5f', 'b4410756473e6e046eca0085d99f9ba2', '273143de21b360dbf65bdf1dea8bc6e3', '4d979c648034f9188fac886056f3df91', '01c2ae15dfeacf6bbec25570c3003596', '93e6a0571aa389bc0b490f0a801cd1ae', '4e8c7f71d243c4503ce6cb70c6526218', 'c28f2be78ea891a4ee93d0236a2a67ce', 'fa1ac89537710c6a357ece787ca0368c', '88c33dc6cf99497d079696ade609f221', '2d9989625f0800a19579e5a7c73261f3', '220c847aa24cf7f394038baa7b28688c', 'c07a05cedd18e88eb70f09bfc96577c7', '1bbce47e08397d190fadb4e66b6bac72', 'ab3964253c1f075d42b274145fe10b12', '167395940b3e2d5795020a3e071af9cc', 'cc81843b6624dcd4b04e47990ad90d1a', 'cd9cafa701070a6dec4d34d0aeb70db5']","['a9536b6f84209298b656019bf9b12ad8', '11d635d6908f9381054219a3909196ae', '611e6f026e5681b6701f7fa3f5772b5f', 'b4410756473e6e046eca0085d99f9ba2', '273143de21b360dbf65bdf1dea8bc6e3', '4d979c648034f9188fac886056f3df91', '01c2ae15dfeacf6bbec25570c3003596', '93e6a0571aa389bc0b490f0a801cd1ae', '4e8c7f71d243c4503ce6cb70c6526218', 'c28f2be78ea891a4ee93d0236a2a67ce']",0.2903225806451613
longlife milk full cream milk,5.0,3.0,39,0,https://www.coles.com.au/search?q=longlife%20milk%20full%20cream%20milk,"['038ecd35019e84dc41b56fd07d2c5668', '74280de2887ae518a492394de6d2cfc8', '3a1e2777552a56da3099158a357290c6', 'b814b8e9fd4b9ec4ec73f144a7fd5345', 'eef33131696608a7166dce5a818eca45', '55d8433025fafc743e52b06527b4f06d', '0c3169ca1ad7b638b51269d86d8b941e', '0fe34d5b697341aa62471d348e95ec89', '69d94c341e26e481c7429f272c7988f8', '4b5e8ab32e6f8b3c89c370a632839457', 'fdc96d9b2a19e9de45367d98ab757cfa', '7b26af6cad2954ae9c801caa73b3e430', 'a2365532158c63fad5a43c90d9599fc0', 'c0816ad9eb8edb5c7438154e1d596070', '3b6926d34f49ff80f46f030fa503c0b1', 'b5eede7b7deae0b1fdfe8469111d73ea', 'df6b28dba6153c31b232ae4194c1517f', '65bc85e1f8ac3cd6be7520fd6bd08e6c', '763354aee73ebd9ce18cd3faaf631ad3', '3060a0c6d4c6a07ec144a01f5cbe885c']","['437366a3ffb6dd5c623b397730685efa', '1513f14ead5acaa1c2c4edb280ad41cb', 'f744dc6e537745e3047123fff0a23e2d', '4216f9ad74a373f3a6a6430800bdb527', 'b814b8e9fd4b9ec4ec73f144a7fd5345', '65bc85e1f8ac3cd6be7520fd6bd08e6c', 'd6f638959e77b81419b48fcf114db69b', 'beec23f2d7a126e1d25f594d2baddd23', '7b26af6cad2954ae9c801caa73b3e430', '70e50364237d3c6db920c684fcebe243', '9e7e5935960da81de4e69435cd0d225f', '93230027155cfd20badaf9aaade0872c', 'eef33131696608a7166dce5a818eca45', 'ab1d87e10c97edda7d53432bb9a96dea', '3060a0c6d4c6a07ec144a01f5cbe885c', '7ad55d4beff2e24343e2eed51b52935d', 'fdc96d9b2a19e9de45367d98ab757cfa', 'a2365532158c63fad5a43c90d9599fc0', '64daf2fc0621a36debea2b8627956de6', 'e8be311d98fd34e0b1af44b9040e639d']","['038ecd35019e84dc41b56fd07d2c5668', '437366a3ffb6dd5c623b397730685efa', '1513f14ead5acaa1c2c4edb280ad41cb', 'f744dc6e537745e3047123fff0a23e2d', '4216f9ad74a373f3a6a6430800bdb527', 'b814b8e9fd4b9ec4ec73f144a7fd5345', '65bc85e1f8ac3cd6be7520fd6bd08e6c', 'd6f638959e77b81419b48fcf114db69b', 'beec23f2d7a126e1d25f594d2baddd23', '7b26af6cad2954ae9c801caa73b3e430']",0.21212121212121213
herbal essence blue bottle,4.0,3.0,9,29,https://www.coles.com.au/search?q=herbal%20essence%20blue%20bottle,"['c7651d899157020dfb1b965253af7db5', '33399ebe6c4e08a12ab4e25f9284dd54', '63a06cb7cf86ca31fa00b22c4b9fbd5d', '1b50c73703d6822a3d4ad33bdb667a7f', '05f2fdab9bbc550e9d2d716182659eb2', '8fac03c8609f04728e6078217c7d71f3', '8f21637750e0e308bfcc33d7d017c656', '8f1bc5c11336888c34c9af86768d2ed1', '2617e7be198555efb1ab8bc4772cf420', 'a4a6e557c9b5ec0ebf2fa37d069493dd', '14c903941913d83cef3fd5e94e74dc3a', 'c95387782b7b962b545fe91b1dc4db94', 'c3f73b3e6a4635ad75ed08e27d2f700e', 'cb9bc78417b594341a0d4b4366d62b45', '90938ff21a0fd54bfe64d77fdb948f4f', '787d978964aa1893cf06d7e10ebfbeb7', '1ac517c1616d5c1cdf07fb489011c5d0', '02f315921fd45a7f052b469304cb98b7', '5a457b2bbbe92fa7af3b5c75bdd200f7', 'f94fbd5748f6acecde33a086219f9c40']","['05f2fdab9bbc550e9d2d716182659eb2', '4e507410c16a4024b74d0ac6baa6a1a6', '66d84faa6296681828ae63512962e7c5', '445d8cc2113b51ed26339dad53e0f35a', '02f315921fd45a7f052b469304cb98b7', '7fc1e5f2f19b0e05fb70bfb7da987160', 'ba9f69f0ebdaaf773ea4b9c6fea8bea8', '2617e7be198555efb1ab8bc4772cf420', '2cf7ec67e733cfb026c1cbd3c71e05db', '8f21637750e0e308bfcc33d7d017c656', '01d8fcbe9974ed0f23af0e6a379e87d1', '14c903941913d83cef3fd5e94e74dc3a', '030c51d9a8c39a432a6dcb181b19a9ea', '5a493516ea32c4a5ec99013ba55165d0', 'cb9bc78417b594341a0d4b4366d62b45', '996c99f274b9690da41192eaa5443355', '1523f3d7c3a97ffbbadbb3b68c80ffc7', '8f1bc5c11336888c34c9af86768d2ed1', '88cce56292b3f908300657b0380a1231', '3507df5b978c349b652f64c9654ad586']","['c7651d899157020dfb1b965253af7db5', '05f2fdab9bbc550e9d2d716182659eb2', '4e507410c16a4024b74d0ac6baa6a1a6', '66d84faa6296681828ae63512962e7c5', '445d8cc2113b51ed26339dad53e0f35a', '02f315921fd45a7f052b469304cb98b7', '7fc1e5f2f19b0e05fb70bfb7da987160', 'ba9f69f0ebdaaf773ea4b9c6fea8bea8', '2617e7be198555efb1ab8bc4772cf420', '2cf7ec67e733cfb026c1cbd3c71e05db']",0.21212121212121213
super crunchy peanut butter,4.0,3.0,1,4,https://www.coles.com.au/search?q=super%20crunchy%20peanut%20butter,"['5f6c32255a6bf3a60f057da583c60d5c', 'b7ee8c01bd675c262a4ad65b4468a3c6', 'f2511dfbf321a604d3f0d7a179c8f02f', 'db5079f376e92af6868bc6c5ee39dcee', '6ab277f76ff18531d1a88932573b1f3a', '4cb5f7dfbdfcd5a4147b7ff42fb15355', '29013c2b50f75618fbd33be61df67528', 'edd6288fa0305118aaf5439da5c259e3', '17f7da6e1b024fbc11ba7263e9490726', '059ef4bcec9a2a7044b9aeeaab981245', '4dcc8b5b3ecfc3621032d81545e41561', 'c4fb582ae6b8e551064223808879e1a9', '029b222602e4740f490c414d7ad33647', '4ce02a5568f37d288f28b99103f44cfc', 'bff80ca02e2f6695d1da891bc974aeec', 'bf67ef067633f4b88f7e2d246786ad11', '9e801afa5209f4a2d59ab99a36891a85', '1886f9a5a85856991cae3c48cd554fd8', '63bbc13c230deeee4fc17495a2016708', 'd56f4412f6728042a542683c2bac8f9d']","['29013c2b50f75618fbd33be61df67528', 'db5079f376e92af6868bc6c5ee39dcee', '6ab277f76ff18531d1a88932573b1f3a', 'd56f4412f6728042a542683c2bac8f9d', 'bf67ef067633f4b88f7e2d246786ad11', '4dcc8b5b3ecfc3621032d81545e41561', 'bff80ca02e2f6695d1da891bc974aeec', '5f6c32255a6bf3a60f057da583c60d5c', 'b49582d4d54de7338b886296a785cf38', 'c4fb582ae6b8e551064223808879e1a9', 'eee7b030e3249847d4e32a7db4e3dda9', 'f679168acfd5a5c871556b6243da5f8e', '1886f9a5a85856991cae3c48cd554fd8', 'df09b452f94beda6fd411d9fade15eca', 'cc72d0f29e2e6371b8eeb278d020c6d8', '17f7da6e1b024fbc11ba7263e9490726', '059ef4bcec9a2a7044b9aeeaab981245', '4cb5f7dfbdfcd5a4147b7ff42fb15355', '9e801afa5209f4a2d59ab99a36891a85', '029b222602e4740f490c414d7ad33647']","['5f6c32255a6bf3a60f057da583c60d5c', '29013c2b50f75618fbd33be61df67528', 'db5079f376e92af6868bc6c5ee39dcee', '6ab277f76ff18531d1a88932573b1f3a', 'd56f4412f6728042a542683c2bac8f9d', 'bf67ef067633f4b88f7e2d246786ad11', '4dcc8b5b3ecfc3621032d81545e41561', 'bff80ca02e2f6695d1da891bc974aeec', 'b49582d4d54de7338b886296a785cf38', 'c4fb582ae6b8e551064223808879e1a9']",0.6
